image,output,flag,username,timestamp
G:\More SD\BGRemove2\food-classification-app\flagged\image\9c9a82691d4d224aae6a5fc4c99df82d1d49137e\tmpvjdhujew.jpg,93,,,2024-06-18 11:26:54.283206
